OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,Sales
O00398,2023-01-04,C0219,P0023,3,21443.56,0.2,51464.54
O00399,2024-05-06,C0103,P0025,1,22987.93,0.1,20689.14
O00400,2023-03-25,C0243,P0030,3,3507.11,0.15,8943.13
O00401,2024-05-15,C0459,P0068,1,6072.58,0.15,5161.69
O00402,2023-07-09,C0190,P0098,3,5549.17,0.0,16647.51
O00403,2023-09-27,C0226,P0120,3,856.96,0.1,2313.79
O00404,2024-07-31,C0032,P0039,1,21344.69,0.1,19210.22
O00405,2024-07-08,C0212,P0151,2,22820.99,0.15,38795.68
O00406,2024-06-19,C0215,P0138,4,7719.7,0.05,29334.86
O00407,2024-05-02,C0154,P0021,4,17059.29,0.0,68237.16
O00408,2024-05-29,C0293,P0133,5,17046.09,0.2,68184.36
O00409,2023-05-31,C0062,P0115,2,25062.46,0.05,47618.67
O00410,2023-08-05,C0414,P0050,2,16660.18,0.0,33320.36
O00411,2024-11-30,C0223,P0052,2,4673.03,0.1,8411.45
O00412,2023-11-24,C0467,P0018,1,21086.86,0.15,17923.83
O00413,2024-07-19,C0167,P0071,5,22067.55,0.0,110337.75
O00414,2024-12-18,C0320,P0151,5,24396.57,0.0,121982.85
O00415,2024-02-29,C0077,P0038,5,15720.72,0.0,78603.6
O00416,2023-04-19,C0289,P0026,3,26461.17,0.1,71445.16
O00417,2024-02-25,C0136,P0099,4,12197.51,0.15,41471.53
O00418,2023-02-08,C0089,P0071,4,19905.59,0.2,63697.89
O00419,2024-11-28,C0356,P0103,1,1924.27,0.1,1731.84
O00420,2024-12-08,C0122,P0013,4,26580.18,0.1,95688.65
O00421,2023-01-21,C0173,P0078,3,12868.66,0.15,32815.08
O00422,2024-12-13,C0351,P0026,2,21098.75,0.15,35867.88
O00423,2023-11-25,C0138,P0107,5,15374.27,0.05,73027.78
O00424,2024-03-28,C0109,P0105,4,20815.73,0.1,74936.63
O00425,2023-02-27,C0264,P0041,1,21682.36,0.2,17345.89
O00426,2024-02-18,C0070,P0135,5,10911.37,0.05,51829.01
O00427,2023-07-25,C0429,P0015,2,7988.47,0.0,15976.94
O00428,2024-01-05,C0361,P0051,3,10600.79,0.15,27032.01
O00429,2024-06-01,C0204,P0032,1,20621.37,0.15,17528.16
O00430,2024-08-31,C0229,P0046,4,25274.84,0.1,90989.42
O00431,2023-12-19,C0084,P0067,1,18635.47,0.15,15840.15
O00432,2023-02-20,C0084,P0147,2,14580.22,0.05,27702.42
O00433,2024-11-24,C0106,P0069,4,8752.75,0.0,35011.0
O00434,2024-04-30,C0467,P0034,2,21622.69,0.0,43245.38
O00435,2023-08-18,C0130,P0156,3,23095.25,0.1,62357.18
O00436,2024-03-09,C0459,P0097,3,5721.59,0.05,16306.53
O00437,2024-04-22,C0155,P0134,5,7034.06,0.0,35170.3
O00438,2023-01-08,C0262,P0096,5,20962.23,0.2,83848.92
O00439,2023-10-17,C0153,P0028,4,10963.37,0.1,39468.13
O00440,2024-10-17,C0167,P0071,3,23429.25,0.1,63258.97
O00441,2023-07-12,C0077,P0133,2,18150.92,0.2,29041.47
O00442,2024-02-18,C0339,P0082,2,1469.92,0.15,2498.86
O00443,2023-10-30,C0133,P0108,4,3289.14,0.0,13156.56
O00444,2024-08-20,C0363,P0147,2,12502.82,0.05,23755.36
O00445,2024-12-03,C0274,P0122,3,4914.95,0.05,14007.61
O00446,2024-11-04,C0449,P0143,2,3551.79,0.15,6038.04
O00447,2023-05-12,C0380,P0067,5,21569.49,0.05,102455.08
O00448,2024-11-27,C0461,P0086,1,9691.95,0.05,9207.35
O00449,2023-11-11,C0216,P0085,3,1691.14,0.1,4566.08
O00450,2024-04-19,C0436,P0031,4,3349.82,0.2,10719.42
O00451,2024-08-17,C0484,P0159,1,13629.29,0.05,12947.83
O00452,2024-05-27,C0062,P0098,5,5760.38,0.0,28801.9
O00453,2023-06-04,C0071,P0052,3,4119.02,0.2,9885.65
O00454,2024-04-13,C0074,P0081,2,14364.22,0.15,24419.17
O00455,2023-12-07,C0324,P0046,3,25635.52,0.0,76906.56
O00456,2024-04-07,C0141,P0054,2,11017.55,0.05,20933.34
O00457,2024-05-16,C0403,P0023,2,20187.04,0.15,34317.97
O00458,2024-02-18,C0220,P0123,4,6961.49,0.2,22276.77
O00459,2023-07-24,C0375,P0096,1,22471.85,0.2,17977.48
O00460,2023-07-15,C0010,P0002,2,14088.36,0.1,25359.05
O00461,2023-11-16,C0067,P0027,4,6881.47,0.1,24773.29
O00462,2023-06-21,C0034,P0012,3,18058.64,0.15,46049.53
O00463,2024-06-16,C0306,P0135,3,12500.47,0.05,35626.34
O00464,2023-12-17,C0462,P0126,3,4212.91,0.05,12006.79
O00465,2024-02-18,C0010,P0059,2,27207.15,0.05,51693.58
O00466,2023-08-05,C0376,P0006,5,6374.75,0.0,31873.75
O00467,2024-01-11,C0365,P0010,4,16544.86,0.1,59561.5
O00468,2024-07-01,C0320,P0013,5,27114.89,0.0,135574.45
O00469,2024-10-31,C0429,P0006,1,6737.33,0.15,5726.73
O00470,2024-03-30,C0195,P0032,5,20695.81,0.05,98305.1
O00471,2023-07-30,C0356,P0003,3,10909.47,0.0,32728.41
O00472,2024-11-09,C0267,P0070,5,24201.52,0.05,114957.22
O00473,2024-03-04,C0426,P0027,5,7337.15,0.0,36685.75
O00474,2023-10-17,C0059,P0028,4,11488.62,0.05,43656.76
O00475,2023-09-27,C0426,P0134,2,6946.38,0.15,11808.85
O00476,2023-10-30,C0083,P0011,5,19405.98,0.05,92178.4
O00477,2024-12-05,C0478,P0124,3,383.08,0.0,1149.24
O00478,2024-11-18,C0046,P0029,5,20489.35,0.05,97324.41
O00479,2023-04-03,C0400,P0131,1,15892.73,0.0,15892.73
O00480,2023-09-20,C0330,P0060,4,12088.09,0.1,43517.12
O00481,2023-09-28,C0238,P0013,1,25800.65,0.0,25800.65
O00482,2023-10-25,C0185,P0081,4,14199.77,0.0,56799.08
O00483,2023-02-16,C0005,P0036,2,13329.53,0.15,22660.2
O00484,2024-09-28,C0138,P0024,3,4016.66,0.05,11447.48
O00485,2023-04-27,C0206,P0103,4,1848.44,0.15,6284.7
O00486,2024-12-07,C0436,P0123,4,8589.43,0.05,32639.83
O00487,2023-04-26,C0068,P0016,2,14261.32,0.2,22818.11
O00488,2024-05-09,C0411,P0146,4,9061.24,0.15,30808.22
O00489,2024-01-03,C0314,P0008,2,7818.32,0.15,13291.14
O00490,2023-04-26,C0455,P0106,4,12544.01,0.1,45158.44
O00491,2024-11-01,C0161,P0004,5,23830.58,0.2,95322.32
O00492,2024-08-01,C0115,P0087,5,12971.07,0.2,51884.28
O00493,2023-04-08,C0222,P0064,4,771.31,0.15,2622.45
O00494,2023-06-02,C0430,P0143,5,3272.65,0.05,15545.09
O00495,2024-06-01,C0435,P0121,4,24066.68,0.0,96266.72
O00496,2024-05-18,C0165,P0062,3,13695.19,0.0,41085.57
O00497,2024-06-03,C0115,P0141,4,15219.77,0.05,57835.13
O00498,2023-03-22,C0236,P0114,5,5935.73,0.15,25226.85
O00499,2024-04-02,C0162,P0031,4,4176.1,0.0,16704.4
O00500,2023-04-16,C0207,P0106,1,14837.3,0.0,14837.3
O00501,2023-04-04,C0406,P0155,5,21769.92,0.2,87079.68
O00502,2024-07-29,C0106,P0117,3,20153.26,0.0,60459.78
O00503,2023-08-17,C0433,P0117,3,21427.24,0.2,51425.38
O00504,2024-09-06,C0243,P0094,4,2478.79,0.05,9419.4
O00505,2023-01-03,C0175,P0091,3,14585.63,0.1,39381.2
O00506,2024-12-19,C0055,P0012,2,15831.9,0.15,26914.23
O00507,2023-04-20,C0131,P0157,2,2285.37,0.15,3885.13
O00508,2023-08-09,C0235,P0049,3,10496.17,0.15,26765.23
O00509,2023-02-17,C0475,P0151,1,24330.67,0.15,20681.07
O00510,2024-04-13,C0338,P0151,5,19926.81,0.15,84688.94
O00511,2023-01-05,C0272,P0013,5,26684.98,0.2,106739.92
O00512,2024-05-09,C0474,P0131,2,15747.49,0.05,29920.23
O00513,2023-05-12,C0054,P0100,5,2795.95,0.1,12581.77
O00514,2024-05-31,C0452,P0099,4,13693.65,0.05,52035.87
O00515,2023-10-08,C0204,P0088,3,2120.44,0.05,6043.25
O00516,2023-05-22,C0212,P0155,5,19593.75,0.2,78375.0
O00517,2023-11-18,C0365,P0142,2,7280.55,0.2,11648.88
O00518,2023-10-25,C0352,P0089,2,18275.02,0.05,34722.54
O00519,2024-05-30,C0278,P0083,1,24387.56,0.2,19510.05
O00520,2024-05-06,C0299,P0147,4,13841.05,0.2,44291.36
O00521,2023-10-20,C0450,P0109,1,17507.46,0.0,17507.46
O00522,2024-01-26,C0075,P0014,1,18899.94,0.05,17954.94
O00523,2023-10-21,C0350,P0065,2,7211.3,0.1,12980.34
O00524,2023-07-28,C0386,P0139,1,12229.97,0.15,10395.47
O00525,2023-04-15,C0316,P0144,2,9355.22,0.2,14968.35
O00526,2024-02-03,C0122,P0131,3,15752.6,0.0,47257.8
O00527,2024-01-26,C0199,P0107,3,16824.42,0.0,50473.26
O00528,2023-01-14,C0381,P0065,2,6771.67,0.15,11511.84
O00529,2023-08-19,C0467,P0095,5,22529.46,0.2,90117.84
O00530,2023-07-21,C0398,P0050,3,19083.07,0.0,57249.21
O00531,2023-07-11,C0493,P0045,5,9508.19,0.0,47540.95
O00532,2024-03-14,C0143,P0143,3,3360.75,0.2,8065.8
O00533,2023-09-19,C0003,P0085,4,1943.43,0.05,7385.03
O00534,2023-02-10,C0079,P0083,5,19456.11,0.2,77824.44
O00535,2024-11-08,C0155,P0126,5,3972.23,0.0,19861.15
O00536,2024-12-25,C0163,P0135,2,14555.26,0.2,23288.42
O00537,2023-03-11,C0403,P0130,2,18346.7,0.2,29354.72
O00538,2024-02-18,C0048,P0090,2,8204.67,0.1,14768.41
O00539,2023-12-06,C0185,P0076,2,9784.61,0.2,15655.38
O00540,2024-06-27,C0244,P0144,1,7673.81,0.1,6906.43
O00541,2024-04-01,C0124,P0158,5,6008.81,0.0,30044.05
O00542,2024-11-29,C0454,P0083,4,25465.36,0.0,101861.44
O00543,2024-01-31,C0132,P0139,3,10916.06,0.2,26198.54
O00544,2024-01-19,C0264,P0131,4,14809.48,0.1,53314.13
O00545,2024-10-29,C0099,P0083,5,19674.85,0.0,98374.25
O00546,2023-06-21,C0498,P0138,5,6406.14,0.0,32030.7
O00547,2023-08-04,C0344,P0055,4,1215.94,0.05,4620.57
O00548,2024-07-04,C0425,P0112,1,10018.72,0.05,9517.78
O00549,2023-01-25,C0236,P0085,1,1593.94,0.0,1593.94
O00550,2023-07-02,C0407,P0065,5,5666.45,0.05,26915.64
O00551,2023-09-22,C0209,P0100,4,2815.99,0.15,9574.37
O00552,2023-11-20,C0009,P0100,1,2736.53,0.2,2189.22
O00553,2023-03-06,C0388,P0150,1,788.29,0.0,788.29
O00554,2024-01-02,C0476,P0129,1,8450.43,0.1,7605.39
O00555,2024-09-13,C0045,P0073,4,4578.18,0.0,18312.72
O00556,2024-04-30,C0081,P0137,2,2832.8,0.15,4815.76
O00557,2024-07-12,C0152,P0037,3,18537.52,0.1,50051.3
O00558,2023-01-12,C0284,P0143,2,3352.78,0.0,6705.56
O00559,2024-08-09,C0306,P0101,5,17634.03,0.0,88170.15
O00560,2023-11-09,C0108,P0089,2,15489.78,0.2,24783.65
O00561,2023-05-26,C0083,P0048,2,23928.76,0.1,43071.77
O00562,2023-07-18,C0059,P0047,5,14342.68,0.2,57370.72
O00563,2024-04-17,C0331,P0141,1,14676.17,0.0,14676.17
O00564,2023-09-14,C0051,P0051,5,11004.78,0.1,49521.51
O00565,2024-01-01,C0066,P0061,1,3179.32,0.0,3179.32
O00566,2023-07-18,C0163,P0125,4,14053.46,0.1,50592.46
O00567,2024-12-11,C0300,P0040,5,6407.74,0.1,28834.83
O00568,2024-03-14,C0087,P0002,3,14182.6,0.05,40420.41
O00569,2024-12-30,C0379,P0112,3,10285.79,0.05,29314.5
O00570,2024-11-26,C0376,P0085,4,1804.77,0.1,6497.17
O00571,2023-11-09,C0250,P0142,1,7218.58,0.2,5774.86
O00572,2023-03-25,C0431,P0072,2,4040.15,0.05,7676.28
O00573,2023-09-27,C0376,P0020,1,9202.68,0.2,7362.14
O00574,2024-10-08,C0016,P0149,5,21786.75,0.2,87147.0
O00575,2023-08-06,C0465,P0010,5,13734.9,0.2,54939.6
O00576,2024-04-28,C0335,P0039,3,23653.94,0.2,56769.46
O00577,2023-10-25,C0069,P0119,5,16104.81,0.15,68445.44
O00578,2024-01-08,C0258,P0003,2,12378.96,0.2,19806.34
O00579,2024-12-01,C0085,P0132,2,1587.43,0.05,3016.12
O00580,2024-08-02,C0486,P0145,2,20902.8,0.15,35534.76
O00581,2024-01-03,C0021,P0057,4,20440.38,0.1,73585.37
O00582,2024-01-14,C0120,P0011,2,19534.69,0.1,35162.44
O00583,2024-02-02,C0241,P0117,1,18059.59,0.1,16253.63
O00584,2023-04-16,C0361,P0134,3,8012.39,0.1,21633.45
O00585,2024-08-15,C0279,P0146,2,9665.27,0.15,16430.96
O00586,2024-01-10,C0301,P0020,5,7584.25,0.05,36025.19
O00587,2024-06-12,C0208,P0091,3,14316.59,0.15,36507.3
O00588,2024-09-10,C0004,P0129,2,8867.59,0.05,16848.42
O00589,2023-03-20,C0264,P0072,2,3217.92,0.05,6114.05
O00590,2024-01-06,C0309,P0031,2,3781.07,0.1,6805.93
O00591,2023-04-27,C0247,P0123,4,7482.17,0.05,28432.25
O00592,2024-10-24,C0427,P0106,1,13430.97,0.05,12759.42
O00593,2024-08-10,C0304,P0042,2,24768.07,0.0,49536.14
O00594,2024-08-09,C0076,P0015,2,8634.85,0.05,16406.22
O00595,2024-06-13,C0491,P0104,5,3043.77,0.0,15218.85
O00596,2024-11-08,C0421,P0073,1,4337.21,0.2,3469.77
O00597,2024-04-27,C0445,P0124,2,381.14,0.15,647.94
O00598,2024-09-07,C0074,P0150,2,770.55,0.2,1232.88
O00599,2023-09-28,C0086,P0088,4,2215.57,0.0,8862.28
O00600,2023-08-24,C0194,P0099,2,10495.85,0.05,19942.11
O00601,2024-06-19,C0441,P0130,4,20726.04,0.2,66323.33
O00602,2023-04-09,C0091,P0122,5,5054.52,0.2,20218.08
O00603,2024-05-30,C0386,P0031,1,3861.87,0.05,3668.78
O00604,2024-09-09,C0277,P0001,4,11709.01,0.1,42152.44
O00605,2023-02-14,C0358,P0136,4,6684.42,0.15,22727.03
O00606,2024-01-26,C0180,P0151,5,19671.78,0.05,93440.95
O00607,2023-09-18,C0245,P0060,1,9807.35,0.2,7845.88
O00608,2024-02-23,C0132,P0049,1,12704.97,0.0,12704.97
O00609,2024-08-14,C0268,P0031,5,3294.28,0.05,15647.83
O00610,2024-12-05,C0412,P0081,4,12668.2,0.05,48139.16
O00611,2024-03-12,C0334,P0150,3,687.88,0.2,1650.91
O00612,2024-03-09,C0290,P0094,5,2618.6,0.15,11129.05
O00613,2023-07-28,C0212,P0142,5,7975.27,0.1,35888.72
O00614,2024-07-26,C0285,P0124,3,479.86,0.2,1151.66
O00615,2023-12-19,C0397,P0102,2,4646.48,0.0,9292.96
O00616,2023-08-24,C0229,P0042,1,21726.0,0.15,18467.1
O00617,2023-12-13,C0411,P0141,5,16637.75,0.0,83188.75
O00618,2023-06-14,C0200,P0002,1,16914.25,0.15,14377.11
O00619,2024-09-06,C0223,P0023,1,18078.7,0.1,16270.83
O00620,2023-03-23,C0312,P0010,4,16791.86,0.15,57092.32
O00621,2024-09-20,C0336,P0134,3,7736.88,0.2,18568.51
O00622,2023-02-28,C0485,P0045,4,10567.31,0.05,40155.78
O00623,2024-11-03,C0477,P0133,3,14645.05,0.2,35148.12
O00624,2024-06-06,C0265,P0060,5,9439.46,0.0,47197.3
O00625,2024-01-04,C0123,P0001,2,10151.64,0.1,18272.95
O00626,2024-02-14,C0181,P0102,4,4299.87,0.2,13759.58
O00627,2023-01-16,C0378,P0018,1,22172.04,0.2,17737.63
O00628,2024-08-19,C0179,P0089,3,14577.05,0.05,41544.59
O00629,2024-04-10,C0477,P0104,5,2254.36,0.05,10708.21
O00630,2024-02-21,C0260,P0028,5,10996.68,0.1,49485.06
O00631,2023-12-15,C0485,P0030,5,3677.59,0.2,14710.36
O00632,2024-08-11,C0129,P0114,4,6149.31,0.05,23367.38
O00633,2023-12-14,C0493,P0118,4,28437.08,0.0,113748.32
O00634,2024-05-08,C0060,P0067,1,19234.76,0.05,18273.02
O00635,2024-11-24,C0360,P0059,3,24744.44,0.1,66809.99
O00636,2024-06-12,C0275,P0003,3,10315.59,0.0,30946.77
O00637,2024-02-13,C0345,P0088,1,2187.77,0.05,2078.38
O00638,2024-05-02,C0161,P0091,2,16118.75,0.1,29013.75
O00639,2023-07-07,C0485,P0049,4,12807.68,0.05,48669.18
O00640,2023-09-05,C0447,P0068,2,5333.78,0.05,10134.18
O00641,2024-09-25,C0183,P0040,1,5544.23,0.0,5544.23
O00642,2024-11-23,C0490,P0127,5,889.85,0.2,3559.4
O00643,2023-02-13,C0435,P0124,3,432.65,0.15,1103.26
O00644,2024-08-11,C0445,P0071,4,20173.98,0.2,64556.74
O00645,2023-10-14,C0204,P0057,5,19730.85,0.2,78923.4
O00646,2024-03-09,C0245,P0139,1,12795.67,0.15,10876.32
O00647,2024-12-03,C0398,P0045,4,12348.54,0.2,39515.33
O00648,2024-04-16,C0162,P0003,1,11780.72,0.15,10013.61
O00649,2024-08-17,C0052,P0084,3,12468.16,0.1,33664.03
O00650,2023-07-11,C0281,P0068,2,5405.76,0.2,8649.22
O00651,2023-12-18,C0188,P0048,4,22557.5,0.15,76695.5
O00652,2024-12-18,C0386,P0096,3,22239.36,0.1,60046.27
O00653,2024-04-06,C0093,P0147,2,15074.0,0.05,28640.6
O00654,2023-04-13,C0370,P0070,2,23838.79,0.15,40525.94
O00655,2023-07-20,C0075,P0039,4,26763.91,0.05,101702.86
O00656,2024-03-07,C0256,P0035,5,20827.67,0.1,93724.51
O00657,2024-05-13,C0154,P0065,5,7249.71,0.0,36248.55
O00658,2024-02-12,C0051,P0042,1,21733.4,0.1,19560.06
O00659,2024-05-02,C0430,P0025,4,27167.65,0.1,97803.54
O00660,2024-01-05,C0185,P0144,5,9862.66,0.1,44381.97
O00661,2023-12-19,C0011,P0106,1,13912.91,0.2,11130.33
O00662,2023-07-23,C0296,P0148,5,18907.45,0.1,85083.53
O00663,2023-12-30,C0167,P0131,4,16126.9,0.15,54831.46
O00664,2023-03-22,C0196,P0158,3,6450.22,0.05,18383.13
O00665,2023-06-21,C0328,P0087,4,13399.74,0.2,42879.17
O00666,2024-02-19,C0435,P0019,1,21068.19,0.05,20014.78
O00667,2023-11-18,C0163,P0075,3,21262.0,0.15,54218.1
O00668,2023-10-05,C0455,P0114,3,6492.16,0.2,15581.18
O00669,2024-04-06,C0212,P0043,2,2092.89,0.05,3976.49
O00670,2023-08-29,C0339,P0065,1,5947.98,0.15,5055.78
O00671,2023-04-16,C0049,P0017,4,19097.11,0.0,76388.44
O00672,2024-02-11,C0269,P0022,1,2391.45,0.05,2271.88
O00673,2023-03-28,C0336,P0100,3,2482.04,0.1,6701.51
O00674,2024-03-29,C0321,P0033,2,25693.41,0.05,48817.48
O00675,2023-01-30,C0018,P0092,3,28760.15,0.15,73338.38
O00676,2024-07-07,C0479,P0070,5,23041.87,0.2,92167.48
O00677,2023-07-01,C0303,P0153,4,11455.45,0.2,36657.44
O00678,2024-03-21,C0269,P0137,3,3591.0,0.15,9157.05
O00679,2024-07-06,C0117,P0023,4,18347.36,0.15,62381.02
O00680,2023-09-24,C0080,P0078,1,11678.53,0.05,11094.6
O00681,2023-12-19,C0147,P0121,5,18340.96,0.15,77949.08
O00682,2024-05-03,C0154,P0003,4,12206.87,0.2,39061.98
O00683,2023-08-25,C0408,P0002,5,14785.98,0.15,62840.41
O00684,2024-07-28,C0224,P0102,2,3754.91,0.15,6383.35
O00685,2024-01-23,C0113,P0068,1,5679.37,0.05,5395.4
O00686,2024-06-13,C0392,P0157,3,2360.94,0.2,5666.26
O00687,2023-10-03,C0212,P0049,1,10770.32,0.1,9693.29
O00688,2023-04-24,C0327,P0117,5,20732.13,0.2,82928.52
O00689,2024-05-18,C0097,P0083,1,20159.75,0.2,16127.8
O00690,2023-01-23,C0096,P0027,3,6386.21,0.15,16284.84
O00691,2023-01-09,C0120,P0024,2,3115.03,0.05,5918.56
O00692,2023-12-17,C0216,P0080,4,15534.72,0.15,52818.05
O00693,2024-12-14,C0406,P0009,3,14980.88,0.05,42695.51
O00694,2023-02-27,C0137,P0101,1,17610.86,0.05,16730.32
O00695,2023-07-16,C0459,P0065,4,7188.94,0.0,28755.76
O00696,2023-09-12,C0198,P0114,2,6473.09,0.0,12946.18
O00697,2023-07-23,C0236,P0025,5,26556.71,0.05,126144.37
O00698,2024-04-29,C0200,P0080,3,12055.74,0.0,36167.22
O00699,2024-07-16,C0267,P0032,3,22270.64,0.1,60130.73
O00700,2023-07-23,C0185,P0014,2,23854.91,0.05,45324.33
O00701,2024-10-10,C0223,P0084,1,10816.69,0.1,9735.02
O00702,2024-08-21,C0062,P0102,2,3555.98,0.0,7111.96
O00703,2024-08-18,C0402,P0122,5,4383.33,0.0,21916.65
O00704,2023-09-12,C0081,P0128,1,6129.22,0.1,5516.3
O00705,2024-10-02,C0031,P0016,3,16964.25,0.2,40714.2
O00706,2023-04-20,C0065,P0125,2,14000.48,0.2,22400.77
O00707,2024-10-22,C0388,P0089,4,17059.67,0.0,68238.68
O00708,2024-12-06,C0194,P0092,2,23877.9,0.0,47755.8
O00709,2024-05-11,C0362,P0113,5,5373.59,0.15,22837.76
O00710,2023-07-14,C0291,P0048,5,22015.39,0.15,93565.41
O00711,2023-10-09,C0445,P0154,5,713.57,0.2,2854.28
O00712,2023-06-08,C0231,P0076,3,8703.89,0.15,22194.92
O00713,2023-01-01,C0398,P0130,4,20187.94,0.0,80751.76
O00714,2024-09-26,C0439,P0094,5,2586.77,0.0,12933.85
O00715,2024-11-05,C0496,P0138,4,6830.23,0.15,23222.78
O00716,2024-07-18,C0079,P0157,3,2390.45,0.1,6454.21
O00717,2023-04-24,C0050,P0134,1,6244.25,0.05,5932.04
O00718,2023-07-02,C0448,P0009,2,15122.91,0.05,28733.53
O00719,2023-04-12,C0017,P0147,4,13775.08,0.2,44080.26
O00720,2024-09-30,C0360,P0152,3,12935.48,0.05,36866.12
O00721,2024-09-12,C0368,P0019,1,26626.16,0.05,25294.85
O00722,2024-11-02,C0252,P0021,4,16584.06,0.0,66336.24
O00723,2024-01-05,C0286,P0107,3,16047.53,0.0,48142.59
O00724,2024-09-23,C0137,P0136,1,7816.96,0.1,7035.26
O00725,2023-03-21,C0484,P0056,5,10225.7,0.05,48572.07
O00726,2024-06-28,C0198,P0049,2,12032.99,0.05,22862.68
O00727,2024-08-06,C0321,P0046,5,26504.27,0.15,112643.15
O00728,2023-04-19,C0393,P0148,3,22139.7,0.15,56456.24
O00729,2023-04-17,C0086,P0047,5,12548.2,0.1,56466.9
O00730,2024-11-04,C0081,P0137,5,3133.74,0.1,14101.83
O00731,2023-11-19,C0282,P0084,3,11725.01,0.15,29898.78
O00732,2023-11-28,C0312,P0062,5,12132.39,0.15,51562.66
O00733,2024-07-17,C0475,P0066,3,16893.42,0.15,43078.22
O00734,2024-02-11,C0001,P0009,3,17709.72,0.2,42503.33
O00735,2023-05-19,C0456,P0078,1,12953.54,0.05,12305.86
O00736,2023-08-08,C0439,P0081,1,14334.02,0.1,12900.62
O00737,2024-07-20,C0262,P0143,5,4289.43,0.05,20374.79
O00738,2023-04-07,C0020,P0118,3,22663.01,0.1,61190.13
O00739,2024-01-11,C0456,P0150,2,681.41,0.1,1226.54
O00740,2023-04-05,C0293,P0103,5,2243.63,0.0,11218.15
O00741,2023-11-29,C0406,P0124,2,415.65,0.2,665.04
O00742,2023-04-08,C0305,P0077,1,1722.99,0.2,1378.39
O00743,2024-01-26,C0041,P0015,3,8892.24,0.15,22675.21
O00744,2024-03-02,C0477,P0031,2,4179.01,0.2,6686.42
O00745,2023-01-12,C0325,P0098,1,5772.53,0.0,5772.53
O00746,2023-11-23,C0277,P0145,2,18449.77,0.05,35054.56
O00747,2023-06-06,C0026,P0101,4,18731.98,0.2,59942.34
O00748,2024-05-31,C0047,P0057,4,20838.21,0.15,70849.91
O00749,2023-06-01,C0068,P0087,1,12783.83,0.0,12783.83
O00750,2024-07-15,C0205,P0068,1,5636.92,0.15,4791.38
O00751,2024-12-15,C0067,P0035,4,20988.22,0.15,71359.95
O00752,2024-02-09,C0334,P0147,2,13383.99,0.2,21414.38
O00753,2023-09-10,C0125,P0019,3,25516.04,0.1,68893.31
O00754,2024-12-02,C0474,P0148,1,18506.55,0.15,15730.57
O00755,2024-03-09,C0188,P0090,2,6934.12,0.2,11094.59
O00756,2024-11-02,C0013,P0079,2,14396.94,0.2,23035.1
O00757,2024-03-28,C0320,P0038,4,13163.08,0.05,50019.7
O00758,2023-07-24,C0351,P0096,2,21643.36,0.0,43286.72
O00759,2023-04-26,C0379,P0014,2,23699.01,0.05,45028.12
O00760,2023-10-22,C0008,P0088,1,2022.63,0.15,1719.24
O00761,2023-01-24,C0170,P0054,5,9810.55,0.2,39242.2
O00762,2024-06-19,C0385,P0067,5,19850.94,0.05,94291.96
O00763,2024-12-12,C0358,P0005,4,10421.55,0.2,33348.96
O00764,2023-02-14,C0131,P0044,1,22094.75,0.2,17675.8
O00765,2023-10-05,C0028,P0120,1,810.99,0.1,729.89
O00766,2024-11-09,C0437,P0093,1,10172.01,0.15,8646.21
O00767,2023-08-25,C0195,P0131,1,16717.71,0.15,14210.05
O00768,2024-09-03,C0273,P0023,2,17693.39,0.15,30078.76
O00769,2024-07-28,C0475,P0006,1,5870.9,0.2,4696.72
O00770,2023-11-09,C0171,P0126,4,4206.02,0.0,16824.08
O00771,2023-12-22,C0351,P0091,3,14928.59,0.05,42546.48
O00772,2024-05-28,C0142,P0016,3,18134.17,0.0,54402.51
O00773,2024-07-22,C0486,P0072,2,3219.55,0.15,5473.24
O00774,2024-11-03,C0071,P0023,4,19624.46,0.2,62798.27
O00775,2024-10-02,C0352,P0059,4,23398.11,0.05,88912.82
O00776,2024-03-12,C0497,P0080,5,12763.15,0.2,51052.6
O00777,2023-05-15,C0106,P0036,5,14250.42,0.05,67689.49
O00778,2023-05-22,C0159,P0135,2,12486.33,0.05,23724.03
O00779,2024-11-02,C0478,P0145,2,18393.79,0.2,29430.06
O00780,2024-06-29,C0486,P0031,2,3665.15,0.05,6963.78
O00781,2023-01-31,C0392,P0082,4,1571.51,0.1,5657.44
O00782,2024-03-29,C0382,P0071,2,24275.24,0.0,48550.48
O00783,2023-05-15,C0095,P0007,5,15597.42,0.2,62389.68
O00784,2024-08-03,C0314,P0060,5,9642.18,0.0,48210.9
O00785,2024-01-03,C0041,P0123,2,8219.14,0.2,13150.62
O00786,2024-04-25,C0365,P0096,2,22225.8,0.15,37783.86
O00787,2024-04-30,C0071,P0042,2,21812.59,0.15,37081.4
O00788,2023-01-16,C0474,P0070,4,21438.67,0.05,81466.95
O00789,2023-07-29,C0034,P0046,4,27397.55,0.15,93151.67
O00790,2024-12-05,C0167,P0118,2,24779.88,0.0,49559.76
O00791,2024-09-14,C0377,P0098,3,5941.4,0.2,14259.36
O00792,2024-08-31,C0275,P0135,1,12842.01,0.15,10915.71
O00793,2024-04-12,C0424,P0011,2,19539.57,0.15,33217.27
O00794,2023-02-10,C0286,P0100,5,2928.41,0.0,14642.05
O00795,2023-07-14,C0150,P0113,4,6414.32,0.1,23091.55
O00796,2024-04-17,C0086,P0109,3,17991.07,0.0,53973.21
